ID,First Name,Last Name,DOB,Gender,Email,Career,Graduation Year,Sport,Club Affiliation
112-05-2235,Fonsie,PHILIPPS,08/02/1996,Male,fphilipps@uni.edu,Engineering,2021,Hockey,
113-02-8547,Camellia,KYNDRED,28/07/1998,Female,ckyndred@uni.edu,Art & Culture,2019,,
112-03-2049,Kipp,ISSATT,14/06/1998,Female,kissatt@uni.edu,Art & Culture,2023,Swimming,
115-02-6365,Yanaton,COLEBROOK,12/01/1996,Non-binary,ycolebrook@uni.edu,Tourism & Catering,2024,Football,
116-02-8148,Westbrooke,WALDER,15/02/1996,Male,wwalder@uni.edu,Law,2019,,
113-08-9396,Briant,GONTHARD,28/07/1998,Male,bgonthard@uni.edu,Biotechnology,2022,Track & Field,
115-07-7924,Jerrylee,KORLAT,15/02/1998,Female,jkorlat@uni.edu,Mathematics,2021,Tennis,
117-07-4643,Randi,MARCHISO,21/12/1997,Female,rmarchiso@uni.edu,History,2023,Cheerleading,
118-06-8246,Otto,COGIN,11/09/1996,Male,ocogin@uni.edu,Mathematics,2020,,
111-06-4079,Kerstin,KENWORTHEY,23/04/1998,Bigender,kkenworthey@uni.edu,Medicine,2022,,
114-01-1359,Octavia,CUTCHEY,13/02/1997,Female,ocutchey@uni.edu,Psychology,2022,Cheerleading,
119-06-7242,Hercule,RASP,07/02/1998,Male,hrasp@uni.edu,Finance,2024,Volleyball,
116-05-3896,Rudiger,MACURA,12/05/1996,Male,rmacura@uni.edu,Litterature & Linguistics,2020,,
118-09-6022,Ashlee,RIGGS,02/01/1996,Female,ariggs@uni.edu,Litterature & Linguistics,2019,,
117-02-2475,Emmye,MIRFIN,26/07/1996,Female,emirfin@uni.edu,Tourism & Catering,2022,Cheerleading,
117-07-3765,Ilyssa,SHAYES,06/09/1996,Non-binary,ishayes@uni.edu,Computer Science,2022,,
115-08-1300,Zeb,TREVOR,22/03/1997,Male,ztrevor@uni.edu,Law,2019,,
111-08-5174,Sherye,ROSENVASSER,24/12/1997,Female,srosenvasser@uni.edu,Computer Science,2020,Hockey,
113-01-8976,Tymon,DOLLEY,12/06/1998,Male,tdolley@uni.edu,Tourism & Catering,2021,,Alpha Epsilon
116-07-2453,Cristiano,POLLEN,29/12/1997,Male,cpollen@uni.edu,IT,2021,,
119-04-4332,Sigismund,GOUNY,29/06/1998,Male,sgouny@uni.edu,Art & Culture,2023,Hockey,
117-06-7004,Christian,CLAPPSON,22/11/1998,Male,cclappson@uni.edu,Psychology,2021,Football,
115-06-6664,Lyndsay,RAMEAU,11/01/1996,Female,lrameau@uni.edu,Gastronomy,2020,,
113-05-7663,Maddalena,TRIPLOW,14/10/1998,Female,mtriplow@uni.edu,Biotechnology,2023,,
115-03-7723,Quintus,COUPLAND,31/05/1998,Male,qcoupland@uni.edu,Business Administration,2024,Basketball,
118-09-2705,Grete,IACOVO,04/11/1997,Female,giacovo@uni.edu,Finance,2022,Tennis,
117-09-5464,Farly,BARIBAL,08/02/1997,Male,fbaribal@uni.edu,Agronomy,2021,Basketball,
117-03-3312,Buddy,SPEAKS,03/08/1996,Male,bspeaks@uni.edu,Tourism & Catering,2022,,
116-01-9817,Harlen,ROSSBOROUGH,17/04/1998,Male,hrossborough@uni.edu,Physics,2021,,
113-08-2852,Wendeline,KINNERK,12/07/1997,Female,wkinnerk@uni.edu,History,2024,Rowing,
111-07-6815,Yank,GAYNE,14/05/1998,Male,ygayne@uni.edu,Chemistry,2023,,Delta Magnus
114-02-6130,Trace,KEEMAR,15/02/1997,Genderqueer,tkeemar@uni.edu,Agronomy,2020,,
117-03-2520,Upton,SPATARI,08/12/1998,Male,uspatari@uni.edu,Architecture,2021,,
115-03-9523,Carly,SHELLCROSS,28/07/1996,Male,cshellcross@uni.edu,Physics,2019,,
111-09-1117,Sherrie,SIDWELL,05/11/1998,Female,ssidwell@uni.edu,Business Administration,2019,,
117-08-4253,Hamlen,CRUT,06/12/1996,Male,hcrut@uni.edu,Tourism & Catering,2019,Football,Nu Phi Lambda
115-03-6243,Christiana,YOODALL,25/09/1998,Female,cyoodall@uni.edu,Art & Culture,2019,,Kappa Xi
112-02-3774,Blithe,AUGHTIE,14/04/1996,Female,baughtie@uni.edu,Engineering,2019,Cheerleading,
114-09-4842,Giacobo,MCILWRATH,20/09/1996,Male,gmcilwrath@uni.edu,Law,2021,Rowing,
118-05-1913,Emalia,D'ALESSIO,16/09/1998,Female,edalessio@uni.edu,Art & Culture,2020,,
113-08-8190,Johny,MC HARG,22/01/1997,Male,jmcharg@uni.edu,Physics,2024,Hockey,
112-03-5522,Tabbi,BASSIL,05/12/1998,Female,tbassil@uni.edu,Medicine,2019,,
112-07-1412,Noach,GATFIELD,01/09/1997,Male,ngatfield@uni.edu,Gastronomy,2023,,
113-07-2617,Walton,SHOEBROOK,19/02/1997,Male,wshoebrook@uni.edu,Mathematics,2023,Hockey,
116-06-7592,Jeana,MICHELET,07/07/1998,Female,jmichelet@uni.edu,Art & Culture,2024,,
118-07-9052,Salomone,ENRICH,11/11/1998,Male,senrich@uni.edu,IT,2022,Track & Field,
116-07-7171,Cecil,KNOBLE,27/11/1997,Male,cknoble@uni.edu,Business Administration,2021,Martial Arts,
113-09-4490,Zolly,NUTMAN,22/04/1997,Male,znutman@uni.edu,Medicine,2024,,
118-02-8182,Lucien,BRICKLEBANK,16/12/1996,Male,lbricklebank@uni.edu,Law,2022,,
118-07-3888,Audi,BOATH,04/07/1996,Female,aboath@uni.edu,Chemistry,2022,Track & Field,Kappa Xi
112-06-1028,Emlyn,KETLEY,15/04/1996,Female,eketley@uni.edu,Tourism & Catering,2023,,
114-07-5054,Babara,BERNETTI,14/03/1996,Female,bbernetti@uni.edu,IT,2022,Martial Arts,
111-09-9860,Shepherd,ARCHER,06/08/1998,Male,sarcher@uni.edu,Tourism & Catering,2021,,
116-09-8839,Byram,BELLE,10/02/1997,Male,bbelle@uni.edu,Computer Science,2024,,Alpha Epsilon
117-04-4756,Cindy,HUNTRISS,20/12/1997,Female,chuntriss@uni.edu,Tourism & Catering,2020,,
118-02-6803,Nicoli,TIUIT,05/01/1997,Female,ntiuit@uni.edu,Art & Culture,2024,Cheerleading,
119-06-8922,Archie,JAKUBOVICZ,05/11/1996,Male,ajakubovicz@uni.edu,Physics,2024,,
114-05-8661,Milty,BOOTHEBIE,18/07/1997,Male,mboothebie@uni.edu,Physics,2024,,Alpha Epsilon
117-01-2907,Trudy,D'ORSAY,24/11/1997,Female,tdorsay@uni.edu,Gastronomy,2019,Cheerleading,Beta Mu
111-07-8029,Billie,SHERLAW,27/10/1996,Male,bsherlaw@uni.edu,Law,2021,,
113-09-3913,Allistir,FRANCKTON,19/02/1996,Male,afranckton@uni.edu,Physics,2021,Hockey,
111-01-9546,Nanny,MCLINDEN,17/10/1998,Female,nmclinden@uni.edu,Medicine,2022,,
111-01-1453,Danice,TULLIS,17/04/1998,Female,dtullis@uni.edu,Agronomy,2021,,
114-03-9278,Brook,MC PAKE,21/10/1996,Female,bmcpake@uni.edu,Business Administration,2021,Hockey,
115-03-7701,Esra,STAFFORD,27/10/1997,Genderfluid,estafford@uni.edu,Biotechnology,2021,Track & Field,
113-01-4361,Batholomew,SPLAVEN,06/09/1997,Male,bsplaven@uni.edu,Finance,2019,Soccer,
117-02-5872,Cyrillus,BYATT,13/08/1998,Male,cbyatt@uni.edu,Litterature & Linguistics,2023,,
114-09-8059,Ebeneser,SWAINSON,15/10/1998,Male,eswainson@uni.edu,Finance,2024,Rowing,
114-08-2029,Gonzales,QUINNET,05/10/1996,Male,gquinnet@uni.edu,Biotechnology,2021,Basketball,
116-01-8654,Garrett,GUSSIN,06/04/1996,Male,ggussin@uni.edu,Engineering,2022,Tennis,
117-02-2568,Ashton,SCHOULAR,30/09/1998,Male,aschoular@uni.edu,Physics,2021,,
116-01-2576,Jordan,LORENZ,15/09/1998,Genderfluid,jlorenz@uni.edu,Physics,2023,Football,
118-06-8090,Ruperto,BENTSEN,21/05/1997,Male,rbentsen@uni.edu,Finance,2023,Basketball,Delta Magnus
116-06-3781,Tabby,HATHWOOD,04/05/1998,Genderqueer,thathwood@uni.edu,Litterature & Linguistics,2023,,
112-02-5399,Daisey,CLELL,12/03/1997,Female,dclell@uni.edu,Finance,2021,Track & Field,
119-03-5196,Nicoline,LEIGH,29/07/1997,Female,nleigh@uni.edu,Engineering,2024,Track & Field,
111-04-8469,Tamarah,LINCEY,24/03/1996,Female,tlincey@uni.edu,Tourism & Catering,2024,,
115-08-4591,Vanni,SCURLOCK,27/11/1997,Female,vscurlock@uni.edu,Art & Culture,2020,Basketball,
111-07-6851,Abel,COWELL,14/07/1996,Male,acowell@uni.edu,Biotechnology,2024,,
117-02-7982,Berke,DUNNIOM,04/02/1997,Male,bdunniom@uni.edu,Law,2020,Soccer,Pi Gamma Rho
116-08-8313,Hewet,HOWISON,10/02/1997,Male,hhowison@uni.edu,Computer Science,2024,Football,
111-06-5937,Iggy,JERROME,12/06/1997,Male,ijerrome@uni.edu,Finance,2022,Swimming,
113-06-1561,Kendra,WALES,06/12/1998,Female,kwales@uni.edu,Computer Science,2022,,
119-01-3046,Selia,SINKINSON,26/01/1996,Non-binary,ssinkinson@uni.edu,Art & Culture,2024,Basketball,
115-09-3259,Fifi,CHARETTE,05/09/1996,Female,fcharette@uni.edu,Tourism & Catering,2019,Track & Field,
118-04-5092,Henrik,CLERK,30/12/1998,Male,hclerk@uni.edu,Tourism & Catering,2021,Gymnastics,
117-01-6849,Dorrie,DEFTY,30/11/1996,Female,ddefty@uni.edu,Medicine,2023,,
119-05-8237,Dennet,HURKETT,14/08/1996,Agender,dhurkett@uni.edu,Agronomy,2019,Track & Field,
118-07-1410,Allin,DE MATTIA,06/12/1998,Male,ademattia@uni.edu,Finance,2020,Football,
118-08-8332,Juli,IMBREY,10/11/1996,Genderqueer,jimbrey@uni.edu,Litterature & Linguistics,2020,Swimming,
113-07-9710,Genny,ROBEY,15/12/1996,Female,grobey@uni.edu,Medicine,2023,Volleyball,
118-08-5366,Giusto,HOSTAN,11/08/1997,Male,ghostan@uni.edu,Engineering,2019,,
116-02-3509,Colby,GEDLING,22/01/1996,Male,cgedling@uni.edu,Business Administration,2023,,
116-05-8786,Courtney,THORNBORROW,06/11/1997,Male,cthornborrow@uni.edu,Journalism,2021,,
118-01-8056,Noelle,PENDALL,15/06/1998,Female,npendall@uni.edu,Art & Culture,2024,,
118-01-8847,Lucille,WALES,06/07/1996,Polygender,lwales@uni.edu,Litterature & Linguistics,2023,Gymnastics,
114-03-2602,Marrilee,BIRDSALL,04/11/1998,Female,mbirdsall@uni.edu,Computer Science,2022,,
117-03-6230,Stephi,BURWOOD,18/07/1996,Female,sburwood@uni.edu,Finance,2021,,
113-04-3576,Vita,CONNERRY,19/08/1997,Female,vconnerry@uni.edu,Tourism & Catering,2019,,
114-04-1671,Patsy,LITTLEY,02/02/1996,Male,plittley@uni.edu,IT,2021,,
114-02-1524,Whittaker,ENDRICI,08/08/1996,Male,wendrici@uni.edu,History,2020,,
115-05-6159,Elliot,WORSLEY,09/11/1996,Male,eworsley@uni.edu,Physics,2020,,
119-04-5775,Marie-ann,CONEN,23/03/1997,Female,mconen@uni.edu,Computer Science,2022,,
113-04-6553,Pierson,BROBECK,09/02/1996,Male,pbrobeck@uni.edu,Law,2020,Hockey,
115-05-4165,Talbert,O'BRADDEN,08/06/1997,Male,tobradden@uni.edu,Art & Culture,2024,,
115-05-6259,Di,LONDSDALE,12/03/1997,Female,dlondsdale@uni.edu,Chemistry,2021,Hockey,
113-08-1043,Edie,LYMER,20/12/1998,Female,elymer@uni.edu,Chemistry,2020,,
112-04-1882,Rozele,BACCUP,05/04/1998,Female,rbaccup@uni.edu,Litterature & Linguistics,2023,,
113-05-4055,Barr,SCUFFHAM,19/02/1997,Male,bscuffham@uni.edu,Litterature & Linguistics,2021,,
116-09-1920,Osbert,ALLOM,23/10/1996,Male,oallom@uni.edu,Biotechnology,2022,Football,
119-09-8762,Steffie,CANNINGS,12/01/1996,Female,scannings@uni.edu,Art & Culture,2019,Martial Arts,
113-04-8534,Frans,TEBBUT,23/11/1997,Male,ftebbut@uni.edu,Computer Science,2024,Tennis,
117-06-6215,Edgardo,RAFFELS,22/01/1997,Male,eraffels@uni.edu,Psychology,2021,Martial Arts,
114-07-5892,Sara,LUDLEM,10/12/1996,Female,sludlem@uni.edu,Mathematics,2019,,
112-03-3518,Agata,ZIMMERMAN,18/02/1998,Female,azimmerman@uni.edu,Gastronomy,2024,Cheerleading,
119-01-5938,Hermann,MCGROWTHER,16/08/1998,Male,hmcgrowther@uni.edu,Art & Culture,2019,Swimming,
115-05-6751,Leighton,PILLER,28/12/1997,Male,lpiller@uni.edu,Computer Science,2024,,
113-09-2434,Nicolai,HEALY,18/01/1998,Male,nhealy@uni.edu,Computer Science,2024,,
115-07-3782,Livvyy,YOUDE,12/07/1997,Female,lyoude@uni.edu,Mathematics,2022,,
113-07-4811,Layne,FISKE,09/11/1997,Female,lfiske@uni.edu,Psychology,2023,,
116-03-7358,Marlie,BURNELL,02/09/1998,Female,mburnell@uni.edu,Psychology,2019,Cheerleading,
114-05-4428,Ramona,UMBERT,28/03/1996,Female,rumbert@uni.edu,Biotechnology,2019,Tennis,
112-05-1218,Lorin,AKHURST,02/06/1998,Non-binary,lakhurst@uni.edu,Biotechnology,2021,,
114-06-5175,Megen,SCHIEFERSTEIN,16/05/1998,Female,mschieferstein@uni.edu,Litterature & Linguistics,2024,Cheerleading,Beta Mu
111-04-6205,Hilton,EDBROOKE,28/07/1996,Male,hedbrooke@uni.edu,IT,2023,Martial Arts,
112-04-1329,Gannie,GALLAFANT,26/03/1996,Male,ggallafant@uni.edu,Biotechnology,2019,Soccer,
114-03-8220,Wye,SOLTAN,25/04/1996,Male,wsoltan@uni.edu,Mathematics,2022,,
112-03-7805,Scott,VAYNE,08/07/1997,Polygender,svayne@uni.edu,Biotechnology,2023,,
112-02-7040,Reid,HAVERTY,29/09/1997,Male,rhaverty@uni.edu,IT,2021,Hockey,
114-03-8183,Thornie,SIMENOT,19/07/1998,Male,tsimenot@uni.edu,History,2024,,
111-05-3234,Ferdinanda,DEVENPORT,19/08/1996,Female,fdevenport@uni.edu,Mathematics,2021,Martial Arts,
112-03-9033,Prudence,ARLIDGE,16/02/1996,Bigender,parlidge@uni.edu,Litterature & Linguistics,2024,Tennis,Pi Gamma Rho
114-08-4971,Ileane,WOLLER,20/07/1996,Female,iwoller@uni.edu,Chemistry,2024,Basketball,
117-09-8785,Redd,PHILLIS,12/05/1997,Male,rphillis@uni.edu,Tourism & Catering,2021,Tennis,
114-05-9133,Andreas,OAKES,21/03/1997,Male,aoakes@uni.edu,Chemistry,2022,,
111-03-7916,Beale,CHEZELLE,30/09/1998,Male,bchezelle@uni.edu,History,2020,Martial Arts,Zeta Omega
117-02-9765,Sarge,REBEIRO,23/10/1996,Male,srebeiro@uni.edu,Journalism,2024,Rowing,Zeta Omega
118-07-2366,Lief,DOONICAN,07/10/1997,Male,ldoonican@uni.edu,Biotechnology,2021,,
113-01-4103,Ainslie,HALLUM,27/01/1997,Genderqueer,ahallum@uni.edu,Agronomy,2021,Rowing,
112-03-8370,Fin,MARCHINGTON,20/03/1997,Male,fmarchington@uni.edu,Chemistry,2019,Basketball,
112-04-5882,Maurita,LYND,05/03/1998,Female,mlynd@uni.edu,Tourism & Catering,2024,Martial Arts,
114-08-7049,Ced,FIDIAN,16/07/1997,Male,cfidian@uni.edu,Law,2020,Soccer,
118-02-6062,Zane,GATWARD,20/07/1997,Male,zgatward@uni.edu,Mathematics,2022,,Kappa Xi
113-01-9930,Aristotle,HARTUP,30/10/1998,Male,ahartup@uni.edu,Physics,2022,,
111-06-4291,Aida,BRISARD,02/12/1998,Female,abrisard@uni.edu,Mathematics,2024,Cheerleading,
119-05-3533,Feodor,CLEARE,02/11/1997,Male,fcleare@uni.edu,Litterature & Linguistics,2023,,
114-05-2038,Trent,MCSHARRY,28/01/1997,Male,tmcsharry@uni.edu,Biotechnology,2019,,Omega Pi
111-04-4786,Barr,RENNE,16/10/1998,Male,brenne@uni.edu,Litterature & Linguistics,2021,Gymnastics,
112-05-7267,Kanya,RASOR,13/02/1997,Female,krasor@uni.edu,Chemistry,2019,Volleyball,Tau Picore
112-02-3067,Kore,MENZIES,17/12/1997,Female,kmenzies@uni.edu,Mathematics,2019,,
111-06-7743,Gustie,BENMORE,26/06/1998,Female,gbenmore@uni.edu,Litterature & Linguistics,2020,Volleyball,
112-08-2244,Ringo,GUDD,29/04/1997,Genderqueer,rgudd@uni.edu,Litterature & Linguistics,2022,Hockey,
115-06-4218,Gilli,BALDERSTON,01/02/1996,Female,gbalderston@uni.edu,Computer Science,2019,,
118-04-7731,Alasteir,FARRANT,02/07/1998,Genderqueer,afarrant@uni.edu,Computer Science,2024,,
112-07-4661,Vincents,GRINIKHINOV,21/02/1996,Male,vgrinikhinov@uni.edu,Engineering,2024,,Omega Pi
117-06-8795,Elihu,MUGGLETON,22/11/1996,Male,emuggleton@uni.edu,Tourism & Catering,2019,,
116-08-4727,Noemi,DARLASTON,10/02/1998,Female,ndarlaston@uni.edu,Litterature & Linguistics,2024,,
117-08-5622,Sharlene,KNEESHA,16/12/1996,Genderfluid,skneesha@uni.edu,Journalism,2024,,
113-02-5807,Ashly,ODELL,17/08/1996,Female,aodell@uni.edu,Business Administration,2021,Hockey,
119-05-7467,Marinna,SPRASEN,27/11/1997,Bigender,msprasen@uni.edu,Tourism & Catering,2022,,
116-02-3315,Gabbie,HUBEAUX,06/07/1997,Female,ghubeaux@uni.edu,Tourism & Catering,2022,,
112-03-4477,Dar,BOSCOTT,20/12/1996,Male,dboscott@uni.edu,Biotechnology,2024,,
116-09-9290,Leland,LE TEVE,11/04/1996,Non-binary,lleteve@uni.edu,Business Administration,2021,,
115-01-3201,Rania,MATHOUSE,27/01/1996,Female,rmathouse@uni.edu,Finance,2020,Rowing,
118-06-9255,Corny,WICKMANN,29/08/1996,Female,cwickmann@uni.edu,Physics,2023,Volleyball,
114-05-7266,Abe,BRILON,18/11/1996,Male,abrilon@uni.edu,Finance,2021,,
112-08-8853,Gordie,FLAGG,10/03/1998,Polygender,gflagg@uni.edu,History,2024,,
113-01-2670,Deeyn,ACORY,10/03/1996,Non-binary,dacory@uni.edu,Journalism,2019,,
112-07-8147,Lynnelle,CORSE,04/01/1998,Female,lcorse@uni.edu,Medicine,2021,Swimming,
114-01-2472,Rik,KILALEA,11/03/1997,Male,rkilalea@uni.edu,Gastronomy,2024,Martial Arts,
114-02-6864,Wernher,GRAALMAN,01/10/1998,Male,wgraalman@uni.edu,Tourism & Catering,2019,Basketball,
119-04-4965,Corrie,MACVAUGH,10/10/1997,Male,cmacvaugh@uni.edu,Biotechnology,2020,Rowing,
113-07-8913,Inessa,SETTERTHWAIT,16/05/1998,Female,isetterthwait@uni.edu,Psychology,2019,,
111-03-6492,Oswald,EDGARS,22/07/1996,Non-binary,oedgars@uni.edu,Medicine,2021,Basketball,
119-07-6565,Rockwell,BARE,18/08/1996,Male,rbare@uni.edu,Journalism,2020,Gymnastics,
113-02-1364,Federico,SWIN,11/12/1996,Male,fswin@uni.edu,Mathematics,2023,,
117-02-1938,Alistair,GADIE,03/02/1998,Male,agadie@uni.edu,Physics,2021,Basketball,
112-03-5809,Sianna,GOODYEAR,21/12/1996,Female,sgoodyear@uni.edu,Agronomy,2020,Hockey,Alpha Epsilon
113-07-6407,Tabbie,LAMBERT-CIORWYN,19/11/1996,Genderfluid,tlambert-ciorwyn@uni.edu,Finance,2019,Rowing,
118-08-2881,Aridatha,GERY,20/11/1996,Female,agery@uni.edu,Medicine,2021,Cheerleading,
113-04-5554,Cooper,KORF,21/07/1996,Male,ckorf@uni.edu,Biotechnology,2019,,
114-02-2172,Sergeant,THURLBORN,14/02/1997,Male,sthurlborn@uni.edu,Psychology,2019,,
118-01-4449,Roderic,SILLEY,18/02/1996,Male,rsilley@uni.edu,Mathematics,2023,Football,
115-08-6580,Baillie,ARNULL,08/09/1998,Male,barnull@uni.edu,Biotechnology,2021,,
115-05-9147,Filberte,CONICHIE,04/09/1997,Male,fconichie@uni.edu,Agronomy,2023,Football,Zeta Omega
117-02-5642,Selie,SHUGG,15/03/1996,Female,sshugg@uni.edu,Law,2024,Martial Arts,
114-04-2336,Muhammad,JORDIN,27/05/1998,Male,mjordin@uni.edu,Law,2019,,Nu Phi Lambda
112-04-7069,Pancho,FALCK,08/01/1998,Male,pfalck@uni.edu,Physics,2019,,
118-01-4938,Daffie,SHAND,07/05/1996,Female,dshand@uni.edu,Law,2022,,
114-07-7383,Reider,KOBIELA,13/08/1998,Male,rkobiela@uni.edu,Gastronomy,2022,Football,
112-01-8386,Sephira,SHARPHURST,10/07/1997,Non-binary,ssharphurst@uni.edu,Journalism,2021,Soccer,
116-02-6674,Graig,LIAS,11/05/1996,Male,glias@uni.edu,Mathematics,2020,,
114-04-3250,Jeddy,SOREY,24/05/1997,Male,jsorey@uni.edu,IT,2024,,
115-08-2246,Gilli,SPELLACEY,19/02/1998,Female,gspellacey@uni.edu,Computer Science,2022,,
112-04-6233,Horton,BELCHEM,18/07/1997,Male,hbelchem@uni.edu,Computer Science,2019,,
112-05-9955,Jillie,GIORGINI,04/10/1998,Female,jgiorgini@uni.edu,Medicine,2020,,Kappa Xi
113-03-9646,Normy,MCGAIRL,28/01/1997,Male,nmcgairl@uni.edu,Law,2019,Rowing,
115-01-9551,Mendie,BENARDETTE,11/06/1996,Genderqueer,mbenardette@uni.edu,Finance,2019,,
119-05-9297,Haywood,MCSPORON,06/11/1998,Male,hmcsporon@uni.edu,Computer Science,2021,,Pi Gamma Rho
117-01-7349,Keane,BESTAR,30/11/1997,Male,kbestar@uni.edu,Litterature & Linguistics,2022,,
115-05-7940,Tyne,KINNEIR,06/05/1997,Female,tkinneir@uni.edu,Psychology,2022,Gymnastics,
112-04-2392,Homerus,HAGGATH,17/10/1998,Male,hhaggath@uni.edu,IT,2022,,
113-03-4266,Donn,DE LA BARRE,10/01/1998,Male,ddelabarre@uni.edu,Litterature & Linguistics,2024,,
117-03-5245,Penelope,WALHEDD,16/06/1998,Female,pwalhedd@uni.edu,Art & Culture,2019,,
113-09-9900,Nissa,CRINAGE,18/01/1996,Female,ncrinage@uni.edu,Biotechnology,2019,Cheerleading,
115-03-1263,Selie,SHEAF,23/12/1997,Female,ssheaf@uni.edu,Finance,2021,Track & Field,
118-03-1246,Hall,MCIVER,02/04/1998,Male,hmciver@uni.edu,Gastronomy,2022,,
114-07-6445,Maximo,KAEMENA,27/03/1998,Male,mkaemena@uni.edu,Mathematics,2019,,Beta Mu
113-01-9218,Fabian,O'CREVAN,17/09/1997,Male,focrevan@uni.edu,Litterature & Linguistics,2021,Rowing,
113-06-9224,Artus,COTTILL,26/06/1997,Male,acottill@uni.edu,Gastronomy,2021,,
116-09-5665,Jenny,FLAXMAN,11/11/1997,Female,jflaxman@uni.edu,Tourism & Catering,2019,Gymnastics,
119-08-4575,Georgie,KENDAL,04/07/1996,Female,gkendal@uni.edu,Chemistry,2020,,
117-04-3731,Greggory,EMER,23/09/1998,Male,gemer@uni.edu,Computer Science,2022,,
117-08-5347,Kelby,BRAFFINGTON,11/05/1998,Genderfluid,kbraffington@uni.edu,Mathematics,2023,,Kappa Xi
117-09-6594,Henryetta,WAYCOT,16/03/1998,Female,hwaycot@uni.edu,Litterature & Linguistics,2022,,
115-04-4278,Cate,CATTLOW,06/07/1998,Female,ccattlow@uni.edu,Psychology,2021,Martial Arts,
118-09-4748,Blisse,SCRANGE,30/11/1997,Genderfluid,bscrange@uni.edu,Architecture,2021,Hockey,
112-09-2646,Laraine,PASCHEK,31/12/1996,Female,lpaschek@uni.edu,Agronomy,2023,,
117-01-1693,Alika,GROLLMANN,14/06/1996,Female,agrollmann@uni.edu,Medicine,2021,Hockey,
115-06-1199,Agosto,VELTI,22/03/1997,Male,avelti@uni.edu,Medicine,2024,Martial Arts,Zeta Omega
119-03-5515,Mart,SCHLAGH,16/04/1996,Male,mschlagh@uni.edu,Litterature & Linguistics,2021,,
114-02-7359,Hettie,GRASSI,04/02/1996,Female,hgrassi@uni.edu,Business Administration,2023,,
116-01-6615,Arabela,TITLEY,18/07/1996,Female,atitley@uni.edu,Psychology,2024,,
111-01-6099,Darwin,MARGERAM,25/03/1998,Male,dmargeram@uni.edu,History,2021,,
115-08-5201,Rina,BERRECLOTH,19/06/1997,Female,rberrecloth@uni.edu,Architecture,2024,,
119-01-1706,Hattie,FESSBY,09/11/1996,Female,hfessby@uni.edu,Physics,2019,,Nu Phi Lambda
116-04-3685,Valentijn,FROWEN,26/10/1998,Male,vfrowen@uni.edu,Computer Science,2022,,
119-03-7272,Hugh,LASTY,27/12/1996,Male,hlasty@uni.edu,Biotechnology,2023,Soccer,
111-09-8929,Jeniece,DRAKES,30/04/1996,Female,jdrakes@uni.edu,Agronomy,2020,,
119-02-9175,Nester,LOVERING,13/05/1996,Male,nlovering@uni.edu,Law,2024,Soccer,
119-05-4214,Kirsteni,TARBARD,12/05/1997,Female,ktarbard@uni.edu,Mathematics,2022,,
117-02-5783,Kirbie,SMARDON,15/11/1998,Female,ksmardon@uni.edu,Physics,2022,Cheerleading,
118-07-1853,Berkly,KHOMIN,02/12/1998,Male,bkhomin@uni.edu,Architecture,2020,,
118-04-6816,Pauli,DUFAIRE,01/09/1996,Polygender,pdufaire@uni.edu,IT,2024,,Tau Picore
114-07-7762,Darius,MASDON,06/01/1998,Male,dmasdon@uni.edu,Psychology,2024,,
111-09-4856,Nisse,MATLEY,01/04/1998,Female,nmatley@uni.edu,Chemistry,2020,,
117-02-7047,Minnnie,IVANYUKOV,03/01/1997,Female,mivanyukov@uni.edu,Agronomy,2019,Swimming,
111-01-6394,Brucie,MANGER,01/03/1997,Male,bmanger@uni.edu,Psychology,2022,,
111-02-9976,Dreddy,OSANNE,04/09/1997,Female,dosanne@uni.edu,Chemistry,2021,Gymnastics,
117-06-7011,Cosme,DOMOKOS,11/01/1998,Non-binary,cdomokos@uni.edu,Engineering,2023,Volleyball,
116-05-9862,Dill,MACIEJA,18/04/1997,Male,dmacieja@uni.edu,Finance,2022,Track & Field,
119-07-1880,Oates,DUREDEN,02/08/1997,Male,odureden@uni.edu,Litterature & Linguistics,2020,Hockey,
116-08-7023,Andrej,KEASEY,28/05/1998,Male,akeasey@uni.edu,Engineering,2019,Gymnastics,
118-02-8773,Kanya,HILLBURN,22/11/1996,Female,khillburn@uni.edu,Law,2020,,
113-02-1734,Elset,COGDON,16/08/1997,Female,ecogdon@uni.edu,Chemistry,2021,,
114-06-9373,Sherlocke,PRISLEY,30/11/1998,Male,sprisley@uni.edu,Law,2024,Martial Arts,
113-02-1010,Aurelea,FEITOSA,09/08/1996,Female,afeitosa@uni.edu,Tourism & Catering,2021,,Beta Mu
116-08-5444,Ram,ENEVOLDSEN,08/04/1998,Male,renevoldsen@uni.edu,Biotechnology,2019,Soccer,
111-05-9984,Noni,GUYAN,19/04/1998,Female,nguyan@uni.edu,Gastronomy,2022,,
117-06-5075,Neddie,CORRYER,12/08/1996,Male,ncorryer@uni.edu,Agronomy,2024,Tennis,
118-05-2824,Evyn,BLANKENSHIP,29/07/1998,Male,eblankenship@uni.edu,Business Administration,2020,,
113-01-9989,Olive,BELLOWS,12/09/1997,Female,obellows@uni.edu,Architecture,2023,Track & Field,
111-03-1831,Zita,ONDRA,29/05/1996,Female,zondra@uni.edu,Art & Culture,2022,Track & Field,
111-05-7430,Wynnie,MEENEHAN,12/07/1998,Female,wmeenehan@uni.edu,Physics,2020,Hockey,
115-09-5377,Ronni,PAICE,18/08/1996,Female,rpaice@uni.edu,History,2022,Tennis,
