id,first_name,last_name,email,gender,date_of_birth,careeer,house,sport
112-fa-4389,Ogden,WORSHAM,oworsham@uni.edu,Male,09/02/1998,Business Administration,,Hockey
111-fb-9836,Em,CORMACK,ecormack@uni.edu,Female,25/10/1996,History,Tau Picore,Tennis
111-ed-4294,Editha,JANIAK,ejaniak@uni.edu,Male,16/01/1997,Architecture,,
112-ae-3587,Joly,GIRHARD,jgirhard@uni.edu,Male,23/01/1997,Litterature & Linguistics,,
111-da-2585,Marsh,HASLEWOOD,mhaslewood@uni.edu,Female,11/12/1997,History,,
111-fe-1847,Crista,POLENDINE,cpolendine@uni.edu,Female,05/03/1998,Biotechnology,Beta Mu,Volleyball
111-bd-6891,Hasheem,MACCROSSAN,hmaccrossan@uni.edu,Female,15/01/1996,History,,Gymnastics
112-ac-1526,Faun,ZANUTTI,fzanutti@uni.edu,Female,07/09/1998,History,Beta Mu,
112-fc-6929,Rodie,EGGAR,reggar@uni.edu,Male,03/10/1996,Tourism & Catering,,Gymnastics
112-dd-6481,Dag,HAWGOOD,dhawgood@uni.edu,Male,22/10/1996,Computer Science,,Martial Arts
112-ed-1064,Hendrika,POPPLESTONE,hpopplestone@uni.edu,Male,23/02/1998,Journalism,,Basketball
111-bb-4485,Cathryn,BUGGS,cbuggs@uni.edu,Male,24/02/1996,History,,
111-eb-1352,Kristy,COWPE,kcowpe@uni.edu,Male,14/05/1997,Physics,,Swimming
111-da-3174,Anette,WELLAN,awellan@uni.edu,Female,15/10/1997,History,,Tennis
111-fd-7853,Fairfax,WESTFIELD,fwestfield@uni.edu,Male,15/06/1998,Psychology,,Football
111-fb-5841,Antoni,COPNAR,acopnar@uni.edu,Female,13/10/1996,Art & Culture,,Hockey
112-cb-7847,Marin,LE GROVE,mlegrove@uni.edu,Male,08/08/1998,Art & Culture,Zeta Omega,Tennis
112-df-3781,Erinna,POLYCOTE,epolycote@uni.edu,Female,18/03/1996,Psychology,,
111-ab-3509,Valentine,BOUETTE,vbouette@uni.edu,Non-binary,28/11/1996,Law,,Basketball
111-df-8792,Gerrard,SHELBOURNE,gshelbourne@uni.edu,Male,21/07/1997,Law,,
111-ae-1879,Colleen,PAIKE,cpaike@uni.edu,Genderqueer,04/06/1998,Medicine,,Hockey
111-ce-8548,Rachele,GILMAN,rgilman@uni.edu,Female,20/10/1996,Medicine,,Hockey
112-fe-3889,Steffane,GRIFFOEN,sgriffoen@uni.edu,Male,04/05/1998,Tourism & Catering,,Basketball
112-fa-6078,Bartolemo,SCRYMGEOUR,bscrymgeour@uni.edu,Genderfluid,08/01/1997,Art & Culture,,Volleyball
111-ef-2236,Sashenka,MACPHAIL,smacphail@uni.edu,Male,25/05/1997,Physics,,Football
112-cf-8435,Madeleine,HARGIE,mhargie@uni.edu,Female,19/05/1997,Litterature & Linguistics,Tau Picore,Volleyball
111-fe-2923,Boot,EYEINGTON,beyeington@uni.edu,Female,29/07/1997,Art & Culture,Beta Mu,Volleyball
112-eb-9233,Ferdinanda,ABBYSS,fabbyss@uni.edu,Polygender,03/11/1996,IT,Delta Magnus,Swimming
112-ad-6109,Hermia,BISPHAM,hbispham@uni.edu,Male,21/06/1998,Gastronomy,Nu Psi Lambda,Volleyball
111-cf-9460,Britt,SWATERIDGE,bswateridge@uni.edu,Male,09/01/1997,Computer Science,Zeta Omega,
111-bc-8275,Cherri,LEGGETT,cleggett@uni.edu,Female,13/12/1998,Art & Culture,,
111-de-1477,Yetty,TIXALL,ytixall@uni.edu,Male,17/06/1996,Psychology,Nu Psi Lambda,Martial Arts
112-ea-8410,Merrili,PARMAN,mparman@uni.edu,Female,20/05/1996,IT,,Swimming
112-af-3126,Carly,KETTOE,ckettoe@uni.edu,Male,15/12/1997,Business Administration,,Basketball
112-bc-5123,Jenn,CLAMPTON,jclampton@uni.edu,Male,12/03/1997,Physics,Pi Gamma Rho,
111-bc-7253,Katina,CLACK,kclack@uni.edu,Male,08/10/1996,Journalism,,Volleyball
111-ea-9913,Mallorie,PEADDIE,mpeaddie@uni.edu,Male,14/04/1997,Art & Culture,,Basketball
112-cc-7900,Boothe,FREIBURGER,bfreiburger@uni.edu,Male,14/09/1998,Psychology,,Martial Arts
112-fd-7319,Wyatan,WHITEHURST,wwhitehurst@uni.edu,Female,26/12/1996,History,Kappa Xi,Tennis
112-ce-4388,Daniella,STOWERS,dstowers@uni.edu,Male,12/11/1998,Biotechnology,Pi Gamma Rho,Martial Arts
112-aa-2710,Ninnette,GILLON,ngillon@uni.edu,Male,31/12/1997,IT,Delta Magnus,Gymnastics
111-be-6947,Haze,KYME,hkyme@uni.edu,Female,10/06/1996,Law,,Hockey
112-ea-5441,Carleen,QUARE,cquare@uni.edu,Male,21/04/1996,Computer Science,,Football
112-da-1961,Merry,PAGRAM,mpagram@uni.edu,Female,23/09/1996,Litterature & Linguistics,Tau Picore,
111-bf-3720,Delinda,PLUMLEY,dplumley@uni.edu,Female,11/10/1997,Litterature & Linguistics,Beta Mu,Basketball
111-bb-3624,Sydney,SAPIR,ssapir@uni.edu,Male,08/03/1996,Computer Science,,Basketball
111-ed-1095,Estrellita,TETT,etett@uni.edu,Female,12/01/1998,Biotechnology,,Tennis
111-aa-6262,Aurlie,SMEATON,asmeaton@uni.edu,Male,29/05/1996,Litterature & Linguistics,,Football
112-ab-6116,Laina,MCILVANEY,lmcilvaney@uni.edu,Female,22/09/1997,Physics,,Tennis
112-fb-6485,Erv,CHOMISZEWSKI,echomiszewski@uni.edu,Female,09/09/1998,Art & Culture,,
111-ed-1440,Kelcy,PITCAITHLEY,kpitcaithley@uni.edu,Female,22/02/1997,History,,Hockey
112-bd-9559,Delano,BERNUZZI,dbernuzzi@uni.edu,Female,31/07/1997,Gastronomy,Beta Mu,
111-ca-3051,Sibylle,POXTON,spoxton@uni.edu,Female,17/12/1997,Litterature & Linguistics,Tau Picore,Hockey
112-af-7547,Constancia,BETERISS,cbeteriss@uni.edu,Female,29/01/1998,Mathematics,,Martial Arts
112-aa-5678,Merridie,SOMMERFELD,msommerfeld@uni.edu,Male,13/07/1996,Architecture,Tau Picore,
111-ea-8037,Juli,CLAUSIUS,jclausius@uni.edu,Female,11/10/1997,History,Kappa Xi,Hockey
111-ff-6981,Herta,BEENTJES,hbeentjes@uni.edu,Male,13/09/1996,Computer Science,,Martial Arts
112-cc-7411,Joel,FEY,jfey@uni.edu,Female,16/12/1996,Computer Science,Tau Picore,Martial Arts
111-bd-5946,Roxi,BERRIGAN,rberrigan@uni.edu,Male,26/10/1997,Computer Science,Tau Picore,Martial Arts
112-df-5518,Chelsie,AISHFORD,caishford@uni.edu,Female,18/10/1996,Psychology,Kappa Xi,Swimming
112-dd-8256,Hendrika,THORLBY,hthorlby@uni.edu,Male,24/09/1997,Mathematics,,Basketball
112-dd-4542,Karissa,MCMASTER,kmcmaster@uni.edu,Male,24/01/1997,Business Administration,Nu Psi Lambda,Martial Arts
111-ad-3318,Milty,RASH,mrash@uni.edu,Female,29/07/1998,Business Administration,,Volleyball
111-aa-8221,Nehemiah,SHEPHARD,nshephard@uni.edu,Genderqueer,02/06/1997,Tourism & Catering,,
111-cc-1793,Chloette,SCHOFIELD,cschofield@uni.edu,Male,20/01/1996,Engineering,,Tennis
111-ef-5764,Paola,LEPERE,plepere@uni.edu,Male,13/03/1996,IT,,Swimming
111-cc-6098,Nickie,PARKES,nparkes@uni.edu,Male,01/08/1997,Law,Zeta Omega,
112-ff-9533,Delores,WIGFALL,dwigfall@uni.edu,Male,01/09/1998,Gastronomy,,
111-dc-7584,Cacilie,ROBINS,crobins@uni.edu,Male,24/08/1998,Journalism,,Basketball
112-ed-1613,Torie,DOROT,tdorot@uni.edu,Female,05/01/1996,Gastronomy,,Hockey
112-df-5244,Gertrude,MACIA,gmacia@uni.edu,Genderqueer,03/12/1998,Litterature & Linguistics,Nu Psi Lambda,
111-ba-7674,Noami,BEGGIO,nbeggio@uni.edu,Male,11/12/1998,Law,,Football
111-ae-2276,Sancho,WILDOR,swildor@uni.edu,Male,22/04/1997,Engineering,Pi Gamma Rho,Martial Arts
111-de-8141,Daloris,GRINYER,dgrinyer@uni.edu,Male,02/02/1996,Tourism & Catering,Nu Psi Lambda,Football
111-cb-3137,Muire,ORTELT,mortelt@uni.edu,Female,11/02/1996,Psychology,Tau Picore,Hockey
112-fe-9291,Ibbie,PAINTAIN,ipaintain@uni.edu,Male,25/10/1997,Computer Science,,
111-ba-5423,Ashlen,LEONARD,aleonard@uni.edu,Female,06/11/1997,History,,Gymnastics
112-ee-6837,Hanna,GILHOOLY,hgilhooly@uni.edu,Male,17/06/1996,Biotechnology,Pi Gamma Rho,Swimming
111-bf-5536,Reg,ORTIGER,rortiger@uni.edu,Male,27/05/1996,Art & Culture,Beta Mu,
111-cf-8458,Editha,RISOM,erisom@uni.edu,Female,02/11/1996,Engineering,,
112-ea-4412,Olivia,RANDAL,orandal@uni.edu,Male,24/09/1997,Business Administration,,
112-fb-7045,Amaleta,NARE,anare@uni.edu,Male,21/04/1996,Mathematics,Pi Gamma Rho,
112-bf-8479,Clovis,FOZARD,cfozard@uni.edu,Male,22/05/1997,History,,Football
112-fe-5983,Mady,POAD,mpoad@uni.edu,Female,17/06/1997,Art & Culture,Beta Mu,Volleyball
112-ea-2946,Shaylyn,HOWSE,showse@uni.edu,Male,04/09/1997,Engineering,Beta Mu,Football
112-ac-9471,Batholomew,IACABUCCI,biacabucci@uni.edu,Polygender,02/10/1998,Gastronomy,Kappa Xi,Gymnastics
111-de-2029,Vinnie,STONIER,vstonier@uni.edu,Male,17/11/1998,IT,,Football
111-bd-4780,Teodora,CRADDOCK,tcraddock@uni.edu,Female,21/12/1996,Journalism,,Martial Arts
112-bd-6667,Robinson,HARBIDGE,rharbidge@uni.edu,Female,05/07/1998,Tourism & Catering,Kappa Xi,Hockey
112-bd-2388,Jesus,DEDDUM,jdeddum@uni.edu,Male,31/05/1998,Computer Science,Kappa Xi,Basketball
112-cf-3054,Randolph,GABBY,rgabby@uni.edu,Male,12/06/1996,Chemistry,,
112-ab-8118,Tracy,BROOKBANK,tbrookbank@uni.edu,Male,08/03/1996,Mathematics,Nu Psi Lambda,Volleyball
111-ec-1781,Shelby,O'CODIHIE,socodihie@uni.edu,Female,03/10/1998,Physics,Kappa Xi,Gymnastics
111-ea-8585,Clarinda,CAMPLIN,ccamplin@uni.edu,Female,03/04/1997,Biotechnology,Kappa Xi,Basketball
111-bd-6336,Kennan,BENZING,kbenzing@uni.edu,Female,29/11/1998,Physics,,Martial Arts
111-ff-8957,Dion,HOPKYNSON,dhopkynson@uni.edu,Female,27/05/1998,Physics,,Tennis
111-ac-4769,Clywd,ROOTE,croote@uni.edu,Female,16/10/1996,Finance,Beta Mu,Martial Arts
112-cf-5005,Lyn,GHIONE,lghione@uni.edu,Male,26/10/1997,Biotechnology,,
111-db-4877,Leopold,BOARDS,lboards@uni.edu,Female,03/01/1996,Art & Culture,,Martial Arts
112-bf-6725,Irina,CAUGHEY,icaughey@uni.edu,Male,24/04/1997,Biotechnology,Beta Mu,Football
111-bf-3067,Gilburt,RIGMAND,grigmand@uni.edu,Male,05/08/1998,Physics,Delta Magnus,Football
111-cc-1465,Hilario,DIONISIO,hdionisio@uni.edu,Male,14/06/1996,Computer Science,,
111-da-6423,Auroora,WOLLER,awoller@uni.edu,Polygender,13/11/1997,Biotechnology,,Volleyball
112-fa-8399,Wyn,BENGTSEN,wbengtsen@uni.edu,Female,07/12/1998,Tourism & Catering,,
111-ee-6615,Magdalena,LORTZ,mlortz@uni.edu,Male,07/10/1996,Psychology,Kappa Xi,Hockey
112-bf-2704,Glendon,HANNIGER,ghanniger@uni.edu,Male,07/05/1996,Business Administration,Kappa Xi,Football
111-ef-7288,Wat,WOOLER,wwooler@uni.edu,Male,16/11/1998,Computer Science,,Basketball
111-fd-6822,Harbert,DOLLMAN,hdollman@uni.edu,Male,20/03/1996,Gastronomy,,
112-ea-7825,Hyman,FRANKISS,hfrankiss@uni.edu,Male,12/12/1997,Business Administration,,Volleyball
112-fe-9615,Laney,YANCEY,lyancey@uni.edu,Genderfluid,01/11/1996,Tourism & Catering,Delta Magnus,Martial Arts
112-fb-8402,Clark,FILIPPONI,cfilipponi@uni.edu,Female,15/04/1998,Tourism & Catering,,Martial Arts
112-ad-2746,Sheilah,LIMRICK,slimrick@uni.edu,Female,23/05/1996,History,Kappa Xi,Volleyball
111-ff-1136,Merridie,SAVILL,msavill@uni.edu,Male,06/09/1998,Tourism & Catering,,Tennis
111-ad-7007,Andrej,SIGHART,asighart@uni.edu,Female,17/11/1997,Gastronomy,,
111-cd-8081,Smitty,COSGREAVE,scosgreave@uni.edu,Female,22/07/1997,Architecture,,Tennis
111-af-6088,Fraser,LINSKEY,flinskey@uni.edu,Male,02/07/1997,Chemistry,Kappa Xi,Basketball
111-cf-2882,Kaylee,PESSOLD,kpessold@uni.edu,Female,10/12/1998,Art & Culture,,Tennis
112-fd-5895,Butch,BOTTLE,bbottle@uni.edu,Female,21/08/1997,Mathematics,,Hockey
111-fd-9669,Adan,NEWBERY,anewbery@uni.edu,Non-binary,21/08/1996,IT,,Gymnastics
111-ec-4374,Erwin,NELIGAN,eneligan@uni.edu,Female,16/04/1997,Business Administration,,Hockey
112-da-9872,Elna,TITTERELL,etitterell@uni.edu,Female,09/09/1997,Psychology,,Martial Arts
111-df-6558,Sandy,WICKSTEAD,swickstead@uni.edu,Male,19/06/1998,Engineering,,Gymnastics
112-da-8557,Lanette,D'EYE,ldeye@uni.edu,Female,19/05/1996,Business Administration,Tau Picore,Hockey
112-fe-8134,Rachel,CHARNICK,rcharnick@uni.edu,Male,28/09/1996,Finance,,Martial Arts
112-ea-8442,Randolf,CAMAMILE,rcamamile@uni.edu,Female,19/07/1996,IT,,
111-da-9850,Hakeem,SHAYLER,hshayler@uni.edu,Female,11/12/1998,Tourism & Catering,,
112-cc-5301,Jeremie,BENEDICTO,jbenedicto@uni.edu,Female,06/08/1998,Medicine,Tau Picore,Gymnastics
111-bc-9959,Adriena,MARAGA,amaraga@uni.edu,Agender,30/10/1998,Business Administration,Zeta Omega,Swimming
112-cc-6936,Andrea,ENRDIGO,aenrdigo@uni.edu,Female,25/08/1996,History,Beta Mu,Volleyball
111-ac-9551,Keelia,WORKS,kworks@uni.edu,Female,01/05/1996,Art & Culture,,Gymnastics
111-ca-8679,Cello,MCKENDO,cmckendo@uni.edu,Female,13/07/1996,Engineering,,
112-cc-6541,Yehudi,STOVOLD,ystovold@uni.edu,Female,22/05/1997,Litterature & Linguistics,Kappa Xi,Swimming
111-be-9055,Virgil,GOODOUNE,vgoodoune@uni.edu,Non-binary,16/11/1998,Psychology,,Hockey
112-ff-6054,Bekki,ROSIE,brosie@uni.edu,Female,28/03/1998,Biotechnology,Tau Picore,Tennis
112-cf-8322,Erica,LAURIDSEN,elauridsen@uni.edu,Male,08/07/1998,Architecture,Pi Gamma Rho,Football
112-af-2234,Ilsa,BREARTON,ibrearton@uni.edu,Female,19/04/1997,Art & Culture,Beta Mu,Basketball
112-ad-2081,Brooke,EDINBORO,bedinboro@uni.edu,Female,24/11/1996,Chemistry,Tau Picore,
112-ae-2404,Zoe,ORDEMANN,zordemann@uni.edu,Female,14/04/1998,Psychology,Kappa Xi,Volleyball
111-eb-5879,Selene,LARAWAY,slaraway@uni.edu,Genderfluid,24/03/1998,Business Administration,Delta Magnus,Football
111-fb-4494,Jerrine,BENNING,jbenning@uni.edu,Female,18/06/1998,History,Kappa Xi,Basketball
112-ff-1321,Corie,BOCH,cboch@uni.edu,Male,03/05/1998,Finance,Kappa Xi,
111-ca-4769,Bruis,MALLALL,bmallall@uni.edu,Male,19/01/1996,Biotechnology,,Basketball
111-ac-4871,Hurlee,TIFT,htift@uni.edu,Polygender,12/02/1997,Tourism & Catering,Delta Magnus,Hockey
111-eb-1889,Veronika,ANDREUCCI,vandreucci@uni.edu,Male,14/07/1996,Engineering,,
112-cf-8942,Devina,BOOTHROYD,dboothroyd@uni.edu,Male,19/01/1996,Mathematics,,Hockey
111-ee-7371,Hilda,THEYER,htheyer@uni.edu,Male,29/11/1998,Art & Culture,,Basketball
112-ad-3352,Gilbert,GILARDONE,ggilardone@uni.edu,Male,31/07/1997,Computer Science,,Swimming
111-cf-8236,Phyllys,ANDREOPOLOS,pandreopolos@uni.edu,Male,05/04/1996,Biotechnology,,Hockey
112-bd-5116,Elvyn,SYWELL,esywell@uni.edu,Male,05/07/1997,Finance,Tau Picore,
111-da-4574,Spike,DU BARRY,sdubarry@uni.edu,Male,24/09/1996,Biotechnology,Zeta Omega,Hockey
112-fe-4321,Cully,CALDRONI,ccaldroni@uni.edu,Female,28/03/1998,Art & Culture,,Tennis
112-ed-4024,Elliot,COMELLINI,ecomellini@uni.edu,Female,19/06/1997,Gastronomy,,Hockey
111-dd-8205,Giles,TERRAZZO,gterrazzo@uni.edu,Female,10/12/1997,Architecture,,
111-ad-9102,Ardith,WONFOR,awonfor@uni.edu,Male,10/12/1996,Engineering,Tau Picore,
112-db-7579,Beth,NEWBEGIN,bnewbegin@uni.edu,Male,31/12/1997,IT,Zeta Omega,Basketball
112-eb-8612,Modestia,GENTILE,mgentile@uni.edu,Female,29/12/1997,Psychology,Beta Mu,Volleyball
111-eb-6068,Mariska,MACRINN,mmacrinn@uni.edu,Female,02/09/1997,Psychology,,Gymnastics
111-fc-2590,Ulrikaumeko,PINE,upine@uni.edu,Male,04/09/1996,Business Administration,,Football
111-cd-8830,Genevieve,DEWDENY,gdewdeny@uni.edu,Male,05/07/1996,Mathematics,Tau Picore,Basketball
111-ca-3572,Fons,SHYRES,fshyres@uni.edu,Female,25/01/1997,Litterature & Linguistics,Tau Picore,Volleyball
112-cf-6382,Hewitt,BORELL,hborell@uni.edu,Male,18/05/1997,Business Administration,,
111-cc-9906,Elmer,BOINTON,ebointon@uni.edu,Female,03/05/1996,Tourism & Catering,,
111-fe-6971,Ulysses,SHEARN,ushearn@uni.edu,Male,26/07/1997,Computer Science,Pi Gamma Rho,Football
112-eb-1329,Geralda,WINSPEAR,gwinspear@uni.edu,Female,23/09/1996,Business Administration,,Hockey
111-bd-6587,Wainwright,LEES,wlees@uni.edu,Male,22/12/1996,Art & Culture,Kappa Xi,
111-ea-2252,Isidro,DEMANGEL,idemangel@uni.edu,Female,14/04/1998,Medicine,Beta Mu,Tennis
112-ef-3293,Kippy,BERENS,kberens@uni.edu,Male,16/02/1997,Physics,,Hockey
112-fe-3424,Jeffry,KEHIR,jkehir@uni.edu,Non-binary,20/12/1997,Litterature & Linguistics,,
112-ba-6364,Sandye,SUSHAMS,ssushams@uni.edu,Non-binary,03/12/1996,Biotechnology,Delta Magnus,
112-df-9384,Darla,CLAMP,dclamp@uni.edu,Female,01/01/1997,Business Administration,,Martial Arts
111-bb-7685,Betteann,DAFFEY,bdaffey@uni.edu,Male,13/02/1997,Gastronomy,,Swimming
112-cd-2407,Justus,KUBICEK,jkubicek@uni.edu,Male,24/01/1996,Physics,,Hockey
112-ca-2523,Pyotr,GRETTON,pgretton@uni.edu,Male,29/06/1996,Physics,,Basketball
111-df-2591,Artie,COWP,acowp@uni.edu,Female,09/08/1997,Psychology,,
111-dd-6635,Lanny,BRADICK,lbradick@uni.edu,Female,27/10/1997,Tourism & Catering,Tau Picore,Hockey
112-ae-7355,Charin,BAGBY,cbagby@uni.edu,Male,14/11/1996,Engineering,,Martial Arts
111-cc-5898,Coleen,RUSSAM,crussam@uni.edu,Male,17/10/1996,Biotechnology,Zeta Omega,Tennis
112-bc-4033,Gleda,BESSET,gbesset@uni.edu,Male,06/09/1997,Mathematics,Kappa Xi,Martial Arts
111-ec-2518,Corrie,CARTMILL,ccartmill@uni.edu,Female,19/06/1997,Physics,,Gymnastics
112-dd-4662,Brendon,STRAKER,bstraker@uni.edu,Male,11/03/1998,Art & Culture,,
112-ca-2548,Sallyann,TINKLIN,stinklin@uni.edu,Female,03/10/1998,Medicine,Kappa Xi,Hockey
112-fa-7863,Bamby,LERMIT,blermit@uni.edu,Bigender,20/08/1997,Litterature & Linguistics,,
112-aa-2972,Penni,WHALE,pwhale@uni.edu,Female,09/05/1997,Law,,Volleyball
111-da-4603,Calli,CREEGHAN,ccreeghan@uni.edu,Female,12/11/1998,IT,,Swimming
111-af-9749,Consolata,MCILWRATH,cmcilwrath@uni.edu,Female,03/04/1998,History,Beta Mu,Gymnastics
111-eb-1336,Hilario,IZSAK,hizsak@uni.edu,Non-binary,22/01/1998,Mathematics,,
112-da-7196,Heddie,CURMAN,hcurman@uni.edu,Female,28/10/1997,Business Administration,,Tennis
112-bd-8977,Seline,HARTIN,shartin@uni.edu,Female,27/09/1997,Finance,,Hockey
112-fa-9156,Burton,MCNELLY,bmcnelly@uni.edu,Male,28/05/1996,Gastronomy,Beta Mu,
111-ec-2026,Rouvin,LITHCOW,rlithcow@uni.edu,Male,19/04/1997,Computer Science,Nu Psi Lambda,Volleyball
111-de-2226,Dell,MERILL,dmerill@uni.edu,Female,06/03/1998,History,,Gymnastics
111-ed-6975,Adrianna,VADER,avader@uni.edu,Female,16/06/1998,Tourism & Catering,,Volleyball
112-ee-3392,Claudine,HEINDL,cheindl@uni.edu,Male,27/06/1996,IT,Tau Picore,
111-ca-8240,Cazzie,SPREULL,cspreull@uni.edu,Male,19/10/1998,Computer Science,,Football
112-ac-1074,Yurik,KNEVIT,yknevit@uni.edu,Male,08/04/1998,Business Administration,,
111-ad-8912,Marcos,MC KELLEN,mmckellen@uni.edu,Male,05/07/1998,Finance,Beta Mu,Tennis
111-bc-3235,Barny,MENDEL,bmendel@uni.edu,Female,13/07/1996,Litterature & Linguistics,,Volleyball
111-cb-7329,Leontine,GERHARTZ,lgerhartz@uni.edu,Female,03/08/1997,Tourism & Catering,,
112-ba-4407,Tabbie,DORTON,tdorton@uni.edu,Female,01/11/1996,Physics,Tau Picore,Gymnastics
111-ff-1647,Lura,ROYALL,lroyall@uni.edu,Male,10/12/1996,Medicine,Nu Psi Lambda,
112-ac-4099,Portie,FERENCE,pference@uni.edu,Bigender,29/10/1998,IT,,
111-de-4765,Ad,DINIS,adinis@uni.edu,Non-binary,19/09/1996,Computer Science,,Martial Arts
111-ef-9067,Rouvin,RENDALL,rrendall@uni.edu,Female,13/08/1998,Business Administration,,Hockey
112-dc-8497,Rachel,WALKINGSHAW,rwalkingshaw@uni.edu,Male,08/10/1998,History,Kappa Xi,Volleyball
111-df-9078,Sharon,TUXWELL,stuxwell@uni.edu,Male,27/12/1996,Computer Science,,Football
111-eb-6191,Charlie,CARNDUFF,ccarnduff@uni.edu,Female,23/01/1997,Art & Culture,,Hockey
112-ad-5211,Robbyn,NORMANVILL,rnormanvill@uni.edu,Male,27/01/1998,History,,
111-db-8765,Roger,WINSOR,rwinsor@uni.edu,Female,28/05/1997,Computer Science,,
112-cc-6858,Jobi,CANEDO,jcanedo@uni.edu,Male,12/03/1996,Computer Science,Kappa Xi,Football
112-eb-9808,Roby,LISAMORE,rlisamore@uni.edu,Female,20/02/1996,Journalism,Kappa Xi,Martial Arts
111-da-1483,Warner,O'DWYER,wodwyer@uni.edu,Female,17/05/1997,IT,,Volleyball
112-db-3259,Winny,SCOTCHFORTH,wscotchforth@uni.edu,Female,16/04/1997,IT,Beta Mu,Volleyball
112-ef-7157,Ravi,FALLA,rfalla@uni.edu,Female,10/02/1996,Art & Culture,,
112-af-5874,Beatriz,GONOUDE,bgonoude@uni.edu,Polygender,23/04/1997,Architecture,Delta Magnus,
112-eb-7500,Iosep,FAKELEY,ifakeley@uni.edu,Female,24/06/1998,Medicine,Kappa Xi,Hockey
112-ab-8584,Klarrisa,FARAHAR,kfarahar@uni.edu,Male,05/02/1996,Mathematics,Delta Magnus,
112-bf-4877,Victoir,ANSTIE,vanstie@uni.edu,Male,31/12/1996,Architecture,Beta Mu,Football
111-eb-4127,Kara,JELLIS,kjellis@uni.edu,Female,30/04/1998,Mathematics,Kappa Xi,
112-be-5633,Jen,SISLEY,jsisley@uni.edu,Genderfluid,17/01/1996,Mathematics,,
111-db-8755,Portie,MCFALL,pmcfall@uni.edu,Female,10/04/1997,Tourism & Catering,,Gymnastics
112-ad-3027,Christian,FLACKNOE,cflacknoe@uni.edu,Male,24/12/1997,Gastronomy,,
111-fb-3169,Halli,GADESBY,hgadesby@uni.edu,Female,24/07/1997,Medicine,,
112-aa-8786,Allx,DUTNELL,adutnell@uni.edu,Female,07/05/1997,Litterature & Linguistics,,
111-bb-1513,Wye,PROSKE,wproske@uni.edu,Male,29/03/1998,Art & Culture,Delta Magnus,
111-be-1066,Karim,LE-GOOD,kle-good@uni.edu,Female,14/08/1996,IT,,Tennis
112-dc-6553,Irma,LARAWAY,ilaraway@uni.edu,Non-binary,28/05/1997,Computer Science,,
111-cd-7908,Mathilde,ADVANI,madvani@uni.edu,Genderfluid,17/06/1998,History,,Swimming
111-af-6701,Deloris,CRAKER,dcraker@uni.edu,Female,14/09/1998,Gastronomy,,
111-ae-7528,Waverley,WHYBROW,wwhybrow@uni.edu,Male,09/09/1996,Architecture,Tau Picore,Volleyball
112-ee-4084,Ave,GEHRICKE,agehricke@uni.edu,Female,12/12/1996,Biotechnology,,Hockey
111-bd-8433,Aigneis,BEGGAN,abeggan@uni.edu,Female,02/04/1996,Medicine,,
112-ca-1665,Joelle,BIMS,jbims@uni.edu,Female,29/04/1997,Engineering,,Volleyball
111-ff-4245,Creight,VICENT,cvicent@uni.edu,Male,16/02/1998,Biotechnology,,Martial Arts
111-ff-5023,Base,PADDIE,bpaddie@uni.edu,Female,10/07/1996,Tourism & Catering,,
111-ca-5345,Holden,KENWIN,hkenwin@uni.edu,Male,15/03/1996,Litterature & Linguistics,,Football
111-fa-5199,Andreana,DUNRIDGE,adunridge@uni.edu,Bigender,18/08/1997,Litterature & Linguistics,,
111-cf-2722,Mimi,HOGGAN,mhoggan@uni.edu,Female,27/12/1998,Medicine,,Hockey
111-bf-9419,Berta,FALTIN,bfaltin@uni.edu,Male,30/10/1998,Mathematics,Zeta Omega,Swimming
111-bb-1836,Vitoria,RIVERS,vrivers@uni.edu,Male,30/06/1998,Art & Culture,,Hockey
111-fb-9607,Melinda,BEAKE,mbeake@uni.edu,Male,10/05/1997,Physics,,Martial Arts
112-cc-1572,Ardys,PADULA,apadula@uni.edu,Female,18/11/1997,IT,,Hockey
112-bc-9306,Agustin,ARELES,aareles@uni.edu,Male,29/11/1998,Gastronomy,Pi Gamma Rho,
112-bc-4251,Dal,DUIGENAN,dduigenan@uni.edu,Male,14/09/1997,Gastronomy,,Football
111-ff-5867,Ina,TROYES,itroyes@uni.edu,Male,25/04/1996,History,Nu Psi Lambda,
112-ee-8187,Olivero,BUCKNELL,obucknell@uni.edu,Female,19/05/1998,Physics,,Hockey
112-fc-3421,Patrice,TUFF,ptuff@uni.edu,Male,01/11/1998,Litterature & Linguistics,,
112-ac-6434,Basilio,MEADOWCRAFT,bmeadowcraft@uni.edu,Female,12/07/1997,Art & Culture,Kappa Xi,
111-aa-5300,Brand,BENKHE,bbenkhe@uni.edu,Female,20/08/1998,Litterature & Linguistics,Kappa Xi,Swimming
112-ab-1151,Kathleen,SMEES,ksmees@uni.edu,Male,06/02/1996,Litterature & Linguistics,,
111-da-3638,Bert,OTTLEY,bottley@uni.edu,Female,13/03/1996,Medicine,,Martial Arts
111-ea-7124,Kincaid,RIDDER,kridder@uni.edu,Male,24/05/1997,Gastronomy,,Swimming
112-dd-1070,Winnah,RUNSEY,wrunsey@uni.edu,Male,25/11/1996,Chemistry,Pi Gamma Rho,
111-ed-5376,Morton,LANKESTER,mlankester@uni.edu,Male,27/07/1997,IT,Nu Psi Lambda,Hockey
